indiv,ssp,WallThickness,parasitism
Struthanthus rhynchophyllus 2,Struthanthus rhynchophyllus,5.780775,Parasite
Struthanthus rhynchophyllus 2,Struthanthus rhynchophyllus,6.25911,Parasite
Struthanthus rhynchophyllus 2,Struthanthus rhynchophyllus,7.468175,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,2.19648,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,3.4177,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,3.723005,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,3.90819,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,3.93536,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.01544,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.07407,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.120545,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.220645,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.272125,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.38152,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.40011,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.40154,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.416555,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.422275,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.422275,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.44158,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.463745,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.463745,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.47733,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.52452,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.578145,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.599595,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.71757,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.75189,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.849845,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.851275,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,4.9907,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,5.05791,Parasite
Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus,5.9345,Parasite
Tapirira guianensis 1,Tapirira guianensis,3.269695,Host
Tapirira guianensis 1,Tapirira guianensis,3.3176,Host
Tapirira guianensis 1,Tapirira guianensis,3.45059,Host
Tapirira guianensis 1,Tapirira guianensis,3.517085,Host
Tapirira guianensis 1,Tapirira guianensis,3.85671,Host
Tapirira guianensis 1,Tapirira guianensis,3.86386,Host
Tapirira guianensis 1,Tapirira guianensis,3.86529,Host
Tapirira guianensis 1,Tapirira guianensis,4.01544,Host
Tapirira guianensis 1,Tapirira guianensis,4.033315,Host
Tapirira guianensis 1,Tapirira guianensis,4.07407,Host
Tapirira guianensis 1,Tapirira guianensis,4.144855,Host
Tapirira guianensis 1,Tapirira guianensis,4.15272,Host
Tapirira guianensis 1,Tapirira guianensis,4.277845,Host
Tapirira guianensis 1,Tapirira guianensis,4.39868,Host
Tapirira guianensis 1,Tapirira guianensis,4.44158,Host
Tapirira guianensis 1,Tapirira guianensis,4.52595,Host
Tapirira guianensis 1,Tapirira guianensis,4.52738,Host
Tapirira guianensis 1,Tapirira guianensis,4.52881,Host
Tapirira guianensis 1,Tapirira guianensis,4.543825,Host
Tapirira guianensis 1,Tapirira guianensis,4.75189,Host
Tapirira guianensis 1,Tapirira guianensis,5.00214,Host
Tapirira guianensis 1,Tapirira guianensis,5.16945,Host
Tapirira guianensis 1,Tapirira guianensis,5.25239,Host
Tapirira guianensis 1,Tapirira guianensis,5.27384,Host
Tapirira guianensis 1,Tapirira guianensis,5.52838,Host
Tapirira guianensis 1,Tapirira guianensis,5.61132,Host
Tapirira guianensis 1,Tapirira guianensis,5.77291,Host
Tapirira guianensis 1,Tapirira guianensis,5.803655,Host
Tapirira guianensis 1,Tapirira guianensis,6.128265,Host
Tapirira guianensis 1,Tapirira guianensis,6.143995,Host
Tapirira guianensis 2,Tapirira guianensis,5.11225,Host
Tapirira guianensis 2,Tapirira guianensis,3.19605,Host
Tapirira guianensis 2,Tapirira guianensis,3.45488,Host
Tapirira guianensis 2,Tapirira guianensis,3.611465,Host
Tapirira guianensis 2,Tapirira guianensis,3.707275,Host
Tapirira guianensis 2,Tapirira guianensis,3.805945,Host
Tapirira guianensis 2,Tapirira guianensis,3.82668,Host
Tapirira guianensis 2,Tapirira guianensis,3.83812,Host
Tapirira guianensis 2,Tapirira guianensis,3.894605,Host
Tapirira guianensis 2,Tapirira guianensis,3.95252,Host
Tapirira guianensis 2,Tapirira guianensis,4.05262,Host
Tapirira guianensis 2,Tapirira guianensis,4.080505,Host
Tapirira guianensis 2,Tapirira guianensis,4.16416,Host
Tapirira guianensis 2,Tapirira guianensis,4.19562,Host
Tapirira guianensis 2,Tapirira guianensis,4.232085,Host
Tapirira guianensis 2,Tapirira guianensis,4.3329,Host
Tapirira guianensis 2,Tapirira guianensis,4.45302,Host
Tapirira guianensis 2,Tapirira guianensis,4.48305,Host
Tapirira guianensis 2,Tapirira guianensis,4.49306,Host
Tapirira guianensis 2,Tapirira guianensis,4.53453,Host
Tapirira guianensis 2,Tapirira guianensis,4.55455,Host
Tapirira guianensis 2,Tapirira guianensis,4.570995,Host
Tapirira guianensis 2,Tapirira guianensis,4.61747,Host
Tapirira guianensis 2,Tapirira guianensis,4.685395,Host
Tapirira guianensis 2,Tapirira guianensis,4.725435,Host
Tapirira guianensis 2,Tapirira guianensis,5.060055,Host
Tapirira guianensis 2,Tapirira guianensis,5.244525,Host
Tapirira guianensis 2,Tapirira guianensis,5.52838,Host
Tapirira guianensis 2,Tapirira guianensis,5.656365,Host
Tapirira guianensis 2,Tapirira guianensis,6.05319,Host
Tapirira guianensis 3,Tapirira guianensis,6.09609,Host
Tapirira guianensis 3,Tapirira guianensis,2.03203,Host
Tapirira guianensis 3,Tapirira guianensis,2.367365,Host
Tapirira guianensis 3,Tapirira guianensis,2.36951,Host
Tapirira guianensis 3,Tapirira guianensis,2.39096,Host
Tapirira guianensis 3,Tapirira guianensis,2.507505,Host
Tapirira guianensis 3,Tapirira guianensis,2.511795,Host
Tapirira guianensis 3,Tapirira guianensis,2.86286,Host
Tapirira guianensis 3,Tapirira guianensis,2.90862,Host
Tapirira guianensis 3,Tapirira guianensis,2.96725,Host
Tapirira guianensis 3,Tapirira guianensis,3.016585,Host
Tapirira guianensis 3,Tapirira guianensis,3.23895,Host
Tapirira guianensis 3,Tapirira guianensis,3.251105,Host
Tapirira guianensis 3,Tapirira guianensis,3.3462,Host
Tapirira guianensis 3,Tapirira guianensis,3.34763,Host
Tapirira guianensis 3,Tapirira guianensis,3.591445,Host
Tapirira guianensis 3,Tapirira guianensis,3.65079,Host
Tapirira guianensis 3,Tapirira guianensis,3.738735,Host
Tapirira guianensis 3,Tapirira guianensis,3.825965,Host
Tapirira guianensis 3,Tapirira guianensis,3.828825,Host
Tapirira guianensis 3,Tapirira guianensis,3.87816,Host
Tapirira guianensis 3,Tapirira guianensis,3.94251,Host
Tapirira guianensis 3,Tapirira guianensis,4.006145,Host
Tapirira guianensis 3,Tapirira guianensis,4.18275,Host
Tapirira guianensis 3,Tapirira guianensis,4.337905,Host
Tapirira guianensis 3,Tapirira guianensis,4.453735,Host
Tapirira guianensis 3,Tapirira guianensis,4.453735,Host
Tapirira guianensis 3,Tapirira guianensis,4.60603,Host
Tapirira guianensis 3,Tapirira guianensis,4.616755,Host
Tapirira guianensis 3,Tapirira guianensis,4.801225,Host
Tipuana tipu 1,Tipuana tipu,2.907905,Host
Tipuana tipu 1,Tipuana tipu,3.112395,Host
Tipuana tipu 1,Tipuana tipu,3.497065,Host
Tipuana tipu 1,Tipuana tipu,3.830255,Host
Tipuana tipu 1,Tipuana tipu,3.85528,Host
Tipuana tipu 1,Tipuana tipu,3.928925,Host
Tipuana tipu 1,Tipuana tipu,4.04976,Host
Tipuana tipu 1,Tipuana tipu,4.07407,Host
Tipuana tipu 1,Tipuana tipu,4.14843,Host
Tipuana tipu 1,Tipuana tipu,4.21564,Host
Tipuana tipu 1,Tipuana tipu,4.22708,Host
Tipuana tipu 1,Tipuana tipu,4.37723,Host
Tipuana tipu 1,Tipuana tipu,4.508075,Host
Tipuana tipu 1,Tipuana tipu,4.57314,Host
Tipuana tipu 1,Tipuana tipu,4.60174,Host
Tipuana tipu 1,Tipuana tipu,4.668235,Host
Tipuana tipu 1,Tipuana tipu,4.879875,Host
Tipuana tipu 1,Tipuana tipu,4.901325,Host
Tipuana tipu 1,Tipuana tipu,5.078645,Host
Tipuana tipu 1,Tipuana tipu,5.14085,Host
Tipuana tipu 1,Tipuana tipu,5.1623,Host
Tipuana tipu 1,Tipuana tipu,5.24238,Host
Tipuana tipu 1,Tipuana tipu,5.890885,Host
Tipuana tipu 1,Tipuana tipu,6.222645,Host
Tipuana tipu 1,Tipuana tipu,6.535815,Host
Tipuana tipu 1,Tipuana tipu,6.535815,Host
Tipuana tipu 1,Tipuana tipu,6.786065,Host
Tipuana tipu 1,Tipuana tipu,6.980545,Host
Tipuana tipu 1,Tipuana tipu,7.27012,Host
Tipuana tipu 1,Tipuana tipu,9.428705,Host
Tipuana tipu 2,Tipuana tipu,1.04104,Host
Tipuana tipu 2,Tipuana tipu,1.05963,Host
Tipuana tipu 2,Tipuana tipu,3.45631,Host
Tipuana tipu 2,Tipuana tipu,3.6036,Host
Tipuana tipu 2,Tipuana tipu,3.85099,Host
Tipuana tipu 2,Tipuana tipu,4.06406,Host
Tipuana tipu 2,Tipuana tipu,4.152005,Host
Tipuana tipu 2,Tipuana tipu,4.17846,Host
Tipuana tipu 2,Tipuana tipu,4.19562,Host
Tipuana tipu 2,Tipuana tipu,4.34148,Host
Tipuana tipu 2,Tipuana tipu,4.346485,Host
Tipuana tipu 2,Tipuana tipu,4.37151,Host
Tipuana tipu 2,Tipuana tipu,4.40583,Host
Tipuana tipu 2,Tipuana tipu,4.77191,Host
Tipuana tipu 2,Tipuana tipu,4.964245,Host
Tipuana tipu 2,Tipuana tipu,5.06935,Host
Tipuana tipu 2,Tipuana tipu,5.08937,Host
Tipuana tipu 2,Tipuana tipu,5.17803,Host
Tipuana tipu 2,Tipuana tipu,5.318885,Host
Tipuana tipu 2,Tipuana tipu,5.464745,Host
Tipuana tipu 2,Tipuana tipu,5.70713,Host
Tipuana tipu 2,Tipuana tipu,5.86157,Host
Tipuana tipu 2,Tipuana tipu,6.109675,Host
Tipuana tipu 2,Tipuana tipu,6.359925,Host
Tipuana tipu 2,Tipuana tipu,6.683105,Host
Tipuana tipu 2,Tipuana tipu,6.783205,Host
Tipuana tipu 2,Tipuana tipu,7.2501,Host
Tipuana tipu 2,Tipuana tipu,7.562555,Host
Tipuana tipu 2,Tipuana tipu,8.992555,Host
Tipuana tipu 2,Tipuana tipu,10.199475,Host
Tipuana tipu 3,Tipuana tipu,3.22036,Host
Tipuana tipu 3,Tipuana tipu,3.26755,Host
Tipuana tipu 3,Tipuana tipu,3.541395,Host
Tipuana tipu 3,Tipuana tipu,3.723005,Host
Tipuana tipu 3,Tipuana tipu,4.163445,Host
Tipuana tipu 3,Tipuana tipu,4.277845,Host
Tipuana tipu 3,Tipuana tipu,4.295005,Host
Tipuana tipu 3,Tipuana tipu,4.422275,Host
Tipuana tipu 3,Tipuana tipu,4.423705,Host
Tipuana tipu 3,Tipuana tipu,4.47733,Host
Tipuana tipu 3,Tipuana tipu,4.623905,Host
Tipuana tipu 3,Tipuana tipu,4.626765,Host
Tipuana tipu 3,Tipuana tipu,4.82768,Host
Tipuana tipu 3,Tipuana tipu,4.879875,Host
Tipuana tipu 3,Tipuana tipu,4.964245,Host
Tipuana tipu 3,Tipuana tipu,5.218785,Host
Tipuana tipu 3,Tipuana tipu,5.247385,Host
Tipuana tipu 3,Tipuana tipu,5.25382,Host
Tipuana tipu 3,Tipuana tipu,5.27384,Host
Tipuana tipu 3,Tipuana tipu,5.288855,Host
Tipuana tipu 3,Tipuana tipu,5.31388,Host
Tipuana tipu 3,Tipuana tipu,5.494775,Host
Tipuana tipu 3,Tipuana tipu,5.523375,Host
Tipuana tipu 3,Tipuana tipu,5.68997,Host
Tipuana tipu 3,Tipuana tipu,5.747885,Host
Tipuana tipu 3,Tipuana tipu,5.98169,Host
Tipuana tipu 3,Tipuana tipu,6.28485,Host
Tipuana tipu 3,Tipuana tipu,6.32632,Host
Tipuana tipu 3,Tipuana tipu,6.96696,Host
Tipuana tipu 3,Tipuana tipu,7.749885,Host
Viscum album 1,Viscum album,2.762045,Parasite
Viscum album 1,Viscum album,2.80709,Parasite
Viscum album 1,Viscum album,2.83712,Parasite
Viscum album 1,Viscum album,2.94437,Parasite
Viscum album 1,Viscum album,3.269695,Parasite
Viscum album 1,Viscum album,3.448445,Parasite
Viscum album 1,Viscum album,3.58072,Parasite
Viscum album 1,Viscum album,3.62076,Parasite
Viscum album 1,Viscum album,3.637205,Parasite
Viscum album 1,Viscum album,3.658655,Parasite
Viscum album 1,Viscum album,3.7323,Parasite
Viscum album 1,Viscum album,3.797365,Parasite
Viscum album 1,Viscum album,3.798795,Parasite
Viscum album 1,Viscum album,3.805945,Parasite
Viscum album 1,Viscum album,3.87816,Parasite
Viscum album 1,Viscum album,3.8896,Parasite
Viscum album 1,Viscum album,3.901755,Parasite
Viscum album 1,Viscum album,4.03832,Parasite
Viscum album 1,Viscum album,4.19133,Parasite
Viscum album 1,Viscum album,4.239235,Parasite
Viscum album 1,Viscum album,4.253535,Parasite
Viscum album 1,Viscum album,4.506645,Parasite
Viscum album 1,Viscum album,4.51451,Parasite
Viscum album 1,Viscum album,4.53024,Parasite
Viscum album 1,Viscum album,4.739735,Parasite
Viscum album 1,Viscum album,4.812665,Parasite
Viscum album 1,Viscum album,4.88774,Parasite
Viscum album 1,Viscum album,5.38681,Parasite
Viscum album 1,Viscum album,6.404255,Parasite
Viscum album 1,Viscum album,6.770335,Parasite
Viscum album 2,Viscum album,1.89618,Parasite
Viscum album 2,Viscum album,2.168595,Parasite
Viscum album 2,Viscum album,2.235805,Parasite
Viscum album 2,Viscum album,2.254395,Parasite
Viscum album 2,Viscum album,2.43815,Parasite
Viscum album 2,Viscum album,2.593305,Parasite
Viscum album 2,Viscum album,2.65408,Parasite
Viscum album 2,Viscum album,3.043755,Parasite
Viscum album 2,Viscum album,3.26183,Parasite
Viscum album 2,Viscum album,3.32618,Parasite
Viscum album 2,Viscum album,3.338335,Parasite
Viscum album 2,Viscum album,3.38052,Parasite
Viscum album 2,Viscum album,3.395535,Parasite
Viscum album 2,Viscum album,3.395535,Parasite
Viscum album 2,Viscum album,3.39911,Parasite
Viscum album 2,Viscum album,3.45059,Parasite
Viscum album 2,Viscum album,3.45631,Parasite
Viscum album 2,Viscum album,3.474185,Parasite
Viscum album 2,Viscum album,3.62505,Parasite
Viscum album 2,Viscum album,3.82096,Parasite
Viscum album 2,Viscum album,3.923205,Parasite
Viscum album 2,Viscum album,4.043325,Parasite
Viscum album 2,Viscum album,4.06406,Parasite
Viscum album 2,Viscum album,4.09838,Parasite
Viscum album 2,Viscum album,4.19562,Parasite
Viscum album 2,Viscum album,4.38152,Parasite
Viscum album 2,Viscum album,4.519515,Parasite
Viscum album 2,Viscum album,4.58172,Parasite
Viscum album 2,Viscum album,5.06935,Parasite
Viscum album 2,Viscum album,5.18661,Parasite
Viscum album 3,Viscum album,2.298725,Parasite
Viscum album 3,Viscum album,3.10596,Parasite
Viscum album 3,Viscum album,3.678675,Parasite
Viscum album 3,Viscum album,3.678675,Parasite
Viscum album 3,Viscum album,3.701555,Parasite
Viscum album 3,Viscum album,3.910335,Parasite
Viscum album 3,Viscum album,3.910335,Parasite
Viscum album 3,Viscum album,3.990415,Parasite
Viscum album 3,Viscum album,4.02974,Parasite
Viscum album 3,Viscum album,4.04976,Parasite
Viscum album 3,Viscum album,4.13985,Parasite
Viscum album 3,Viscum album,4.163445,Parasite
Viscum album 3,Viscum album,4.277845,Parasite
Viscum album 3,Viscum album,4.30859,Parasite
Viscum album 3,Viscum album,4.32718,Parasite
Viscum album 3,Viscum album,4.38152,Parasite
Viscum album 3,Viscum album,4.506645,Parasite
Viscum album 3,Viscum album,4.576715,Parasite
Viscum album 3,Viscum album,4.603885,Parasite
Viscum album 3,Viscum album,4.71471,Parasite
Viscum album 3,Viscum album,4.718285,Parasite
Viscum album 3,Viscum album,5.050045,Parasite
Viscum album 3,Viscum album,5.173025,Parasite
Viscum album 3,Viscum album,5.24238,Parasite
Viscum album 3,Viscum album,5.40254,Parasite
Viscum album 3,Viscum album,5.42256,Parasite
Viscum album 3,Viscum album,5.687825,Parasite
Viscum album 3,Viscum album,5.862285,Parasite
Viscum album 3,Viscum album,5.863715,Parasite
Viscum album 3,Viscum album,5.910905,Parasite
Vochysia thyrsoidea 1,Vochysia thyrsoidea,3.701555,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,3.730155,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,3.937505,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.16702,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.22565,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.413695,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.490915,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.515225,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.55455,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.633915,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.756895,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.919915,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.93779,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,4.99356,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,5.130125,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,5.368935,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,5.662085,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,5.92735,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,5.98169,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.06892,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.164015,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.468605,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.64807,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.66523,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.831825,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,6.856135,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,7.03846,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,7.851415,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,7.864285,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,9.13341,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,3.408405,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,3.857425,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,3.917485,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,3.94251,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,3.976115,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.03689,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.03832,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.06263,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.08408,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.12555,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.12555,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.144855,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.17417,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.23995,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.295005,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.32718,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.37437,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.39868,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.51451,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.62176,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.8334,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.83483,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.945655,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,4.9907,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,5.080075,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,5.090085,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,5.10224,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,5.31531,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,5.33247,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,5.42399,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,2.037035,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,2.623335,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.059485,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.32332,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.45059,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.49635,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.63506,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.685825,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.804515,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.903185,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3.90819,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.056195,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.17989,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.392245,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.40011,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.48305,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.488055,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.603885,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.877015,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.91491,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.24238,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.298865,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.30387,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.43114,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.464745,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.53696,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.63706,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,6.109675,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,7.43314,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.04661,Host
